pressure,wall-shear,x-wall-shear,y-wall-shear,z-wall-shear,train_num,round
0.369043,0.48908272,0.7137654,0.73401916,0.6067796,50,1
0.24690437,0.34365192,0.5225661,0.54589105,0.43527824,250,2
0.22287075,0.28718957,0.4228363,0.43627375,0.3611293,450,3
0.19548702,0.24971628,0.37160346,0.39077812,0.31261837,650,4
0.32525837,0.5216021,0.7444736,0.73932326,0.6009611,850,5
0.55248857,0.5883408,0.9969822,0.99677193,0.6551942,1050,6
