pressure,wall-shear,x-wall-shear,y-wall-shear,z-wall-shear,train_num,round
0.31844094,0.52795374,0.7144478,0.73074794,0.63504815,200,1
0.37617847,0.48699388,0.68811524,0.6804946,0.5975988,300,2
0.3481535,0.48631844,0.6955254,0.6954233,0.6271158,400,3
0.32920322,0.4846457,0.67113775,0.68105835,0.59927887,500,4
0.332863,0.47927356,0.6712699,0.66869056,0.57848144,600,5
0.34482834,0.47054195,0.6717208,0.6805397,0.59043413,700,6
