pressure,wall-shear,x-wall-shear,y-wall-shear,z-wall-shear,train_num,round
0.22044823,0.28132904,0.40381387,0.402021,0.3503937,500,1
0.12565322,0.17044382,0.24763384,0.24223915,0.218094,1000,2
0.11359562,0.14939639,0.20806116,0.21187535,0.19824784,1500,3
0.08782798,0.12860575,0.19157328,0.18724072,0.16669403,2000,4
0.073197626,0.11209775,0.16772863,0.17004797,0.14186503,2500,5
