pressure,wall-shear,x-wall-shear,y-wall-shear,z-wall-shear,train_num,round
0.34281105,0.45204094,0.6758349,0.68048877,0.5865791,50,1
0.26660547,0.34505874,0.5169264,0.5166206,0.436101,250,2
0.2145176,0.28907296,0.41681328,0.4115152,0.368538,450,3
0.19413334,0.23545855,0.3364848,0.3481504,0.29362196,650,4
0.34294268,0.51510644,0.72286826,0.7264445,0.60033244,850,5
0.3428914,0.5119725,0.71090704,0.7087035,0.59746546,1050,6
