pressure,wall-shear,x-wall-shear,y-wall-shear,z-wall-shear,train_num,round
0.34281105,0.45204094,0.6758349,0.68048877,0.5865791,50,1
0.29826328,0.34604028,0.50043607,0.5083211,0.42660454,250,2
0.23995556,0.29352137,0.409804,0.42032418,0.36596966,450,3
0.24181542,0.24609688,0.35192153,0.36577386,0.31791732,650,4
0.3569668,0.5661889,0.78426325,0.769938,0.6491467,850,5
0.32129002,0.5331419,0.7575544,0.7513509,0.6260162,1050,6
