pressure,wall-shear,x-wall-shear,y-wall-shear,z-wall-shear,train_num,round
0.27609536,0.35805133,0.5343576,0.5554572,0.4479369,200,1
0.24148197,0.29772735,0.42832193,0.43686298,0.37330794,400,2
0.21210942,0.25127488,0.37586072,0.3729927,0.3181537,600,3
0.21295711,0.24711588,0.340322,0.35613048,0.30792996,800,4
0.18594317,0.19871023,0.29276088,0.297325,0.25629526,1000,5
