pressure,wall-shear,x-wall-shear,y-wall-shear,z-wall-shear,train_num,round
0.27609536,0.35805133,0.5343576,0.5554572,0.4479369,200,1
0.2741008,0.32554382,0.4847313,0.5254297,0.41244584,400,2
0.23320717,0.2742036,0.41113937,0.42775863,0.34298274,600,3
0.28285095,0.23633216,0.35426491,0.34044495,0.29371482,800,4
0.28194138,0.21209183,0.30265823,0.317374,0.27220657,1000,5
